,No,원래이름,상품명,최종상품명,수량
2772,205,밤미니꿀호떡,밤미니꿀호떡,호떡,1.0
2773,208,송학왕떡볶이,떡볶이,떡볶이,1.0
2774,216,송학꼬마쌀떡볶이,떡볶이,떡볶이,1.0
2775,272,송학밀떡볶이,떡볶이,떡볶이,1.0
2776,336,송학밀떡볶이떡,떡볶이,떡볶이,1.0
2777,378,칠갑신당동떡볶이,떡볶이,떡볶이,2.0
2778,380,칠갑신당동떡볶이,떡볶이,떡볶이,1.0
2779,454,송학밀떡볶이,떡볶이,떡볶이,1.0
2780,464,송학치즈떡볶이,떡볶이,떡볶이,2.0
2781,528,송학한입에쏙떡볶이,떡볶이,떡볶이,1.0
2782,718,송학왕떡볶이,떡볶이,떡볶이,1.0
2783,819,송학꼬마쌀떡볶이,떡볶이,떡볶이,1.0
2784,847,칠갑신당동떡볶이,떡볶이,떡볶이,2.0
2785,900,송학추억국물떡볶이,떡볶이,떡볶이,1.0
2786,208,서울비요뜨초코링,서울비요뜨초코링,비피더스,1.0
2787,214,다향오리훈제,다향오리훈제,오리,2.0
2788,215,오뚜기순후추병,오뚜기순후추병,후추,1.0
2789,607,오뚜기순후추병,오뚜기순후추병,후추,1.0
2790,215,바몬드카레골드약간매운맛,카레,카레,1.0
2791,566,오뚜기카레약간매운맛,카레,카레,1.0
2792,717,분카레약간매운맛,카레,카레,1.0
2793,717,분카레순한맛,카레,카레,1.0
2794,733,백세카레약간매운맛,카레,카레,1.0
2795,733,백세카레순한맛,카레,카레,1.0
2796,733,백세카레매운맛,카레,카레,1.0
2797,743,백세카레순한맛,카레,카레,1.0
2798,743,백세카레약간매운맛,카레,카레,1.0
2799,955,오뚜기카레순한맛,카레,카레,1.0
2800,216,스텔라아르투아캔,스텔라아르투아캔,소주,1.0
2801,331,스텔라아르투아캔,스텔라아르투아캔,소주,1.0
2802,348,스텔라아르투아캔,스텔라아르투아캔,소주,2.0
2803,371,스텔라아르투아캔,스텔라아르투아캔,소주,1.0
2804,217,울스텐수세미,울스텐수세미,수세미,1.0
2805,218,파래,파래,파래,1.0
2806,496,파래,파래,파래,1.0
2807,600,파래,파래,파래,2.0
2808,720,파래,파래,파래,1.0
2809,218,시금치,시금치,시금치,1.0
2810,242,시금치,시금치,시금치,1.0
2811,451,시금치,시금치,시금치,1.0
2812,658,시금치,시금치,시금치,1.0
2813,659,시금치,시금치,시금치,1.0
2814,667,시금치,시금치,시금치,1.0
2815,725,시금치,시금치,시금치,1.0
2816,726,시금치,시금치,시금치,1.0
2817,763,시금치,시금치,시금치,2.0
2818,770,시금치,시금치,시금치,1.0
2819,879,시금치,시금치,시금치,1.0
2820,924,시금치,시금치,시금치,1.0
2821,931,시금치,시금치,시금치,1.0
2822,223,바로구워토스트,바로구워토스트,토스트,1.0
2823,458,바로구워토스트,바로구워토스트,토스트,1.0
2824,226,홈스타변기세정제개입,홈스타변기세정제개입,세정제,1.0
2825,226,해피포에버허니앤코코넛,해피포에버허니앤코코넛,음료,1.0
2826,227,바지락,바지락,바지락,1.0
2827,227,조림새송이,조림새송이,버섯,1.0
2828,268,조림새송이,조림새송이,버섯,1.0
2829,274,조림새송이,조림새송이,버섯,1.0
2830,480,조림새송이,조림새송이,버섯,1.0
2831,494,조림새송이,조림새송이,버섯,1.0
2832,643,조림새송이,조림새송이,버섯,1.0
2833,674,조림새송이,조림새송이,버섯,1.0
2834,228,청과,청과,사과,1.0
2835,313,청과,청과,사과,1.0
2836,713,청과,청과,사과,1.0
2837,740,청과,청과,사과,1.0
2838,829,청과,청과,사과,1.0
2839,884,청과,청과,사과,1.0
2840,885,청과,청과,사과,4.0
2841,906,청과,청과,사과,1.0
2842,232,카라멜팝콘,카라멜팝콘,제과류,1.0
2843,232,백설소불고기양념,백설소불고기양념,소스,1.0
2844,233,구구크러스트,구구크러스트,제과류,1.0
2845,552,구구크러스트,구구크러스트,제과류,1.0
2846,553,구구크러스트,구구크러스트,제과류,1.0
2847,233,믹스너트,믹스너트,제과류,1.0
2848,234,옥동자모니카,옥동자모니카,음료,3.0
2849,236,단감,단감,단감,1.0
2850,257,단감,단감,단감,2.0
2851,261,단감,단감,단감,1.0
2852,559,단감,단감,단감,1.0
2853,714,단감,단감,단감,1.0
2854,764,단감,단감,단감,1.0
2855,237,유동번데기,유동번데기,번데기,1.0
2856,239,유동번데기,유동번데기,번데기,1.0
2857,238,섬초,섬초,섬초,1.0
2858,373,섬초,섬초,섬초,1.0
2859,452,섬초,섬초,섬초,1.0
2860,503,섬초,섬초,섬초,1.0
2861,579,섬초,섬초,섬초,1.0
2862,830,섬초,섬초,섬초,1.0
2863,854,섬초,섬초,섬초,1.0
2864,916,섬초,섬초,섬초,1.0
2865,916,섬초,섬초,섬초,1.0
2866,238,산적꽂이미니,산적꽂이미니,산적꽂이,1.0
2867,238,삼호게맛살,삼호,삼호,1.0
2868,373,삼호게맛살,삼호,삼호,2.0
2869,577,삼호생선살어오리지널,삼호,삼호,1.0
2870,707,삼호게맛살,삼호,삼호,1.0
2871,711,삼호즉석얼큰짬짬이,삼호,삼호,1.0
2872,711,삼호오뎅한그릇,삼호,삼호,1.0
2873,796,삼호게맛살,삼호,삼호,1.0
2874,837,삼호게맛살,삼호,삼호,1.0
2875,886,삼호즉석얼큰짬짬이,삼호,삼호,1.0
2876,240,히츠브론즈,히츠브론즈,담배,1.0
2877,242,히츠브론즈,히츠브론즈,담배,1.0
2878,244,히츠브론즈,히츠브론즈,담배,1.0
2879,246,히츠브론즈,히츠브론즈,담배,1.0
2880,247,히츠브론즈,히츠브론즈,담배,1.0
2881,248,히츠브론즈,히츠브론즈,담배,1.0
2882,249,히츠브론즈,히츠브론즈,담배,1.0
2883,242,온누리온스종이컵,온누리온스종이컵,종이컵,1.0
2884,243,단호박,단호박,단호박,1.0
2885,246,단호박,단호박,단호박,1.0
2886,247,단호박,단호박,단호박,1.0
2887,910,단호박,단호박,단호박,1.0
2888,913,단호박,단호박,단호박,2.0
2889,243,허브맛솔트매운맛,허브맛솔트매운맛,소스,1.0
2890,244,봄동,봄동,봄동,1.0
2891,260,봄동,봄동,봄동,1.0
2892,933,봄동,봄동,봄동,1.0
2893,244,실속자숙홍합살,실속자숙홍합살,홍합,1.0
2894,245,온누리종이컵줄개입,온누리종이컵줄개입,종이컵,1.0
2895,263,온누리종이컵줄개입,온누리종이컵줄개입,종이컵,1.0
2896,380,온누리종이컵줄개입,온누리종이컵줄개입,종이컵,2.0
2897,561,온누리종이컵줄개입,온누리종이컵줄개입,종이컵,1.0
2898,574,온누리종이컵줄개입,온누리종이컵줄개입,종이컵,1.0
2899,772,온누리종이컵줄개입,온누리종이컵줄개입,종이컵,1.0
2900,246,밤고구마,밤고구마,고구마,1.0
2901,602,밤고구마,밤고구마,고구마,1.0
2902,247,에어프라이어용종이호일대매,에어프라이어용종이호일대매,종이호일,1.0
2903,249,식탁보매,식탁보매,식탁보,1.0
2904,250,백설안심크랩,백설안심크랩,크래미,1.0
2905,381,백설안심크랩,백설안심크랩,크래미,1.0
2906,252,자일리톨,자일리톨,껌,1.0
2907,257,양은냄비편수,양은냄비편수,냄비,1.0
2908,257,존슨베이비로션핑크,존슨베이비로션핑크,로션,1.0
2909,257,존슨화이트로션,존슨화이트로션,로션,1.0
2910,261,존슨화이트로션,존슨화이트로션,로션,2.0
2911,259,뽑아쓰는키친타올매,뽑아쓰는키친타올매,키친타올,3.0
2912,263,뽑아쓰는키친타올매,뽑아쓰는키친타올매,키친타올,2.0
2913,260,반시곶감,반시곶감,곶감,1.0
2914,261,오천년의신비명품천일염,오천년의신비명품천일염,소금,3.0
2915,261,도브비누화이트,비누,비누,1.0
2916,261,도브비누핑크,비누,비누,1.0
2917,447,알뜨랑핑크비누,비누,비누,2.0
2918,583,온더바디체리블라썸비누개입,비누,비누,1.0
2919,864,해피바스라벤다비누,비누,비누,1.0
2920,932,도브비누화이트,비누,비누,1.0
2921,261,액츠파워젤드럼용,액츠파워젤드럼용,세정제,1.0
2922,261,피죤블루비앙카입,피죤블루비앙카입,세정제,1.0
2923,261,참그린베이킹소다,참그린베이킹소다,제과류,1.0
2924,261,신광종이호일,신광종이호일,종이호일,1.0
2925,660,신광종이호일,신광종이호일,종이호일,1.0
2926,262,산도깨비큰냉장고탈취제숯,산도깨비큰냉장고탈취제숯,탈취제,2.0
2927,263,바른생활광수세미,바른생활광수세미,수세미,1.0
2928,263,초야감자전분,초야감자전분,감자전분,1.0
2929,743,초야감자전분,초야감자전분,감자전분,1.0
2930,264,아카페라바닐라라떼,아카페라바닐라라떼,음료,1.0
2931,266,야채,야채,야채,1.0
2932,527,야채,야채,야채,1.0
2933,683,야채,야채,야채,1.0
2934,683,야채,야채,야채,1.0
2935,927,야채,야채,야채,1.0
2936,947,야채,야채,야채,1.0
2937,268,백설요리당,백설요리당,소스,1.0
2938,376,백설요리당,백설요리당,소스,1.0
2939,268,백화수복골드,백화수복골드,소주,1.0
2940,268,동태전,동태전,동태전,1.0
2941,268,청정원맛소금,청정원맛소금,소금,1.0
2942,562,청정원맛소금,청정원맛소금,소금,1.0
2943,797,청정원맛소금,청정원맛소금,소금,1.0
2944,935,청정원맛소금,청정원맛소금,소금,1.0
2945,268,한성김밥패키지세트,한성김밥패키지세트,김밥,1.0
2946,268,한성문스터크랩,한성문스터크랩,크래미,1.0
2947,389,한성문스터크랩,한성문스터크랩,크래미,1.0
2948,268,해인냉면육수,해인냉면육수,냉면육수,1.0
2949,268,동원야채참치,동원야채참치,참치,2.0
2950,269,비트절약,비트절약,세정제,1.0
2951,269,청우참깨스틱,청우참깨스틱,제과류,1.0
2952,269,해표구운고구마,해표구운고구마,고구마,1.0
2953,272,오레오오즈,오레오오즈,제과류,1.0
2954,272,오리지날후랑크,오리지날후랑크,소세지,1.0
2955,272,에쎄수,에쎄수,물,6.0
2956,274,육질쫀득후랑크,육질쫀득후랑크,소세지,1.0
2957,274,베이키드빈스,베이키드빈스,강낭콩,1.0
2958,276,생굴,생굴,굴,2.0
2959,276,라이언바청포도맛,라이언바청포도맛,아이스크림,2.0
2960,277,에이스양념편육,에이스양념편육,편육,2.0
2961,346,에이스양념편육,에이스양념편육,편육,1.0
2962,638,에이스양념편육,에이스양념편육,편육,1.0
2963,280,시래기국산,시래기국산,시래기,2.0
2964,653,시래기국산,시래기국산,시래기,1.0
2965,283,에바국산손소독겔,에바국산손소독겔,손소독제,1.0
2966,286,밀키스,밀키스,음,1.0
2967,562,밀키스,밀키스,음,1.0
2968,584,밀키스,밀키스,음,1.0
2969,288,하서정멸치액젓,액젓,소스,1.0
2970,382,하선정까나리액젓,액젓,소스,1.0
2971,382,하서정멸치액젓,액젓,소스,1.0
2972,382,하선정까나리액젓,액젓,소스,1.0
2973,574,보령토굴까나리액젓국산,액젓,소스,1.0
2974,812,보령토굴멸치액젓국산,액젓,소스,1.0
2975,844,보령토굴까나리액젓국산,액젓,소스,1.0
2976,933,보령토굴까나리액젓국산,액젓,소스,1.0
2977,290,서울아침에버터,서울아침에버터,버터,2.0
2978,611,서울아침에버터,서울아침에버터,버터,1.0
2979,294,순수칵테일얼음,순수칵테일얼음,얼음,1.0
2980,310,순수칵테일얼음,순수칵테일얼음,얼음,1.0
2981,296,아몬드,아몬드,아몬드,1.0
2982,298,매생이,매생이,매생이,1.0
2983,298,부사,부사,사과,1.0
2984,752,부사,부사,사과,1.0
2985,300,평산맛족발,평산맛족발,족발,1.0
2986,301,가야천년수,가야천년수,물,6.0
2987,579,가야천년수,가야천년수,물,1.0
2988,302,삼정파워이중압축기스텐,삼정파워이중압축기스텐,세정제,1.0
2989,303,비비고불고기비빔밥,비비고불고기비빔밥,컵반,2.0
2990,304,크린랩면행주,크린랩면행주,행주,1.0
2991,304,비비고새우볶음밥,비비고새우볶음밥,컵반,1.0
2992,304,비비고낙지비빔밥,비비고낙지비빔밥,컵반,1.0
2993,304,버들샌딩수저세트,버들샌딩수저세트,수저,1.0
2994,305,햇반입,햇반입,햇반,1.0
2995,595,햇반입,햇반입,햇반,1.0
2996,596,햇반입,햇반입,햇반,1.0
2997,597,햇반입,햇반입,햇반,1.0
2998,305,브랏비엔나입,비엔나,소세지,1.0
2999,336,한입속비엔나입,비엔나,소세지,1.0
3000,385,로스트비엔나입,비엔나,소세지,1.0
3001,389,로스트비엔나입,비엔나,소세지,1.0
3002,528,한입속비엔나입,비엔나,소세지,1.0
3003,735,로스트비엔나입,비엔나,소세지,1.0
3004,737,더건강한미니비엔나입,비엔나,소세지,1.0
3005,774,더건강한미니비엔나입,비엔나,소세지,1.0
3006,883,백설한입쏙비엔나,비엔나,소세지,1.0
3007,886,백설한입쏙비엔나,비엔나,소세지,1.0
3008,887,백설한입쏙비엔나,비엔나,소세지,2.0
3009,893,백설한입쏙비엔나,비엔나,소세지,1.0
3010,894,백설한입쏙비엔나,비엔나,소세지,2.0
3011,896,백설한입쏙비엔나,비엔나,소세지,1.0
3012,903,백설한입쏙비엔나,비엔나,소세지,1.0
3013,305,양념닭갈비,양념닭갈비,닭갈비,1.0
3014,306,홈쿡한방꽈배기,홈쿡한방꽈배기,꽈배기,1.0
3015,306,홈쿡오리안심껌말이,홈쿡오리안심껌말이,안심,2.0
3016,306,딩고껌,딩고껌,껌,2.0
3017,308,왕만쥬,왕만쥬,만쥬,1.0
3018,310,레몬,레몬,레몬,1.0
3019,310,토닉워터,토닉워터,소주,3.0
3020,310,국순당바나나쌀막걸리,국순당바나나쌀막걸리,소주,5.0
3021,311,인기스낵번들,인기스낵번들,제과류,1.0
3022,314,풀생가쓰오우동인분,풀생가쓰오우동인분,우동,1.0
3023,314,남도떡갈비,남도떡갈비,떡갈비,1.0
3024,314,세이프천연소금,세이프천연소금,소금,1.0
3025,314,비타,비타,음료,2.0
3026,314,오로나민드링크,오로나민드링크,음료,2.0
3027,315,옥춘,옥춘,제과류,1.0
3028,315,장원옥춘,장원옥춘,제과류,1.0
3029,315,좀팡이싹서랍장용,좀팡이싹서랍장용,세정제,1.0
3030,315,천연좀팡이싹서랍장,천연좀팡이싹서랍장,세정제,1.0
3031,315,쉐푸드스파게티뽀모도로,쉐푸드스파게티뽀모도로,스파게티,1.0
3032,558,쉐푸드스파게티뽀모도로,쉐푸드스파게티뽀모도로,스파게티,1.0
3033,688,쉐푸드스파게티뽀모도로,쉐푸드스파게티뽀모도로,스파게티,2.0
3034,320,모히또바,모히또바,아이스크림,10.0
3035,321,까스명수골드,까스명수골드,음료,2.0
3036,322,비타요구르트줄,비타요구르트줄,음료,3.0
3037,854,비타요구르트줄,비타요구르트줄,음료,1.0
3038,855,비타요구르트줄,비타요구르트줄,음료,1.0
3039,972,비타요구르트줄,비타요구르트줄,음료,1.0
3040,326,오뚜기옛날당면,오뚜기옛날당면,당면,1.0
3041,599,오뚜기옛날당면,오뚜기옛날당면,당면,1.0
3042,796,오뚜기옛날당면,오뚜기옛날당면,당면,1.0
3043,849,오뚜기옛날당면,오뚜기옛날당면,당면,1.0
3044,333,남양요구르트줄,남양요구르트줄,음료,1.0
3045,593,남양요구르트줄,남양요구르트줄,음료,1.0
3046,790,남양요구르트줄,남양요구르트줄,음료,1.0
3047,795,남양요구르트줄,남양요구르트줄,음료,1.0
3048,823,남양요구르트줄,남양요구르트줄,음료,1.0
3049,855,남양요구르트줄,남양요구르트줄,음료,1.0
3050,333,왓따가나,왓따가나,껌,2.0
3051,334,성경김선물세트호호,성경김선물세트호호,김밥,1.0
3052,334,야채타임,야채타임,제과류,1.0
3053,372,야채타임,야채타임,제과류,1.0
3054,781,야채타임,야채타임,제과류,1.0
3055,336,트리오항균설거지,트리오항균설거지,세정제,1.0
3056,336,뽀로로블루베리,뽀로로블루베리,음료,1.0
3057,340,레종블루,레종블루,담배,2.0
3058,341,좋은느낌수퍼롱,좋은느낌수퍼롱,생리대,2.0
3059,341,더원블루,더원블루,담배,2.0
3060,345,서울식품뻥이요,서울식품뻥이요,제과류,1.0
3061,346,젤루조아청포도,젤루조아청포도,아이스크림,1.0
3062,346,아이스가이피치,아이스가이피치,아이스크림,3.0
3063,349,맥심화이트골드,맥심화이트골드,음료,1.0
3064,349,월터스블랙캔,월터스블랙캔,음료,1.0
3065,349,오랄비민트왁스치실,오랄비민트왁스치실,치실,1.0
3066,350,허쉬쵸코렛,허쉬쵸코렛,초콜릿,1.0
3067,682,허쉬쵸코렛,허쉬쵸코렛,초콜릿,2.0
3068,684,허쉬쵸코렛,허쉬쵸코렛,초콜릿,2.0
3069,353,다우니퍼플,다우니퍼플,세정제,1.0
3070,354,보해복분자,보해복분자,소주,1.0
3071,358,오뚜기골드마요네즈,오뚜기골드마요네즈,마요네즈,1.0
3072,473,오뚜기골드마요네즈,오뚜기골드마요네즈,마요네즈,1.0
3073,593,오뚜기골드마요네즈,오뚜기골드마요네즈,마요네즈,1.0
3074,682,오뚜기골드마요네즈,오뚜기골드마요네즈,마요네즈,1.0
3075,359,트레비라임,트레비라임,음료,1.0
3076,519,트레비라임,트레비라임,음료,1.0
3077,360,해피바스화이트로즈바디워시,해피바스화이트로즈바디워시,바디워시,1.0
3078,361,아크릴양면테이프,아크릴양면테이프,테이프,1.0
3079,362,오비라거,오비라거,소주,1.0
3080,362,송학떡국떡,송학떡국떡,떡,1.0
3081,718,송학떡국떡,송학떡국떡,떡,1.0
3082,721,송학떡국떡,송학떡국떡,떡,1.0
3083,821,송학떡국떡,송학떡국떡,떡,1.0
3084,362,맥심모카골드믹스,맥심모카골드믹스,음료,1.0
3085,365,컵반불닭마요덮밥,컵반불닭마요덮밥,컵반,1.0
3086,366,다담된장찌개전용,된장,된장,1.0
3087,636,샘표재래식옛된장,된장,된장,1.0
3088,657,샘표재래식옛된장,된장,된장,1.0
3089,863,해찬들재래식된장,된장,된장,1.0
3090,901,샘표재래식옛된장,된장,된장,1.0
3091,366,아욱,아욱,아욱,1.0
3092,861,아욱,아욱,아욱,1.0
3093,862,아욱,아욱,아욱,1.0
3094,867,아욱,아욱,아욱,1.0
3095,917,아욱,아욱,아욱,1.0
3096,922,아욱,아욱,아욱,1.0
3097,973,아욱,아욱,아욱,1.0
3098,367,스프라이트,스프라이트,음료,1.0
3099,371,스프라이트,스프라이트,음료,1.0
3100,856,스프라이트,스프라이트,음료,1.0
3101,860,스프라이트,스프라이트,음료,1.0
3102,864,스프라이트,스프라이트,음료,1.0
3103,865,스프라이트,스프라이트,음료,1.0
3104,867,스프라이트,스프라이트,음료,1.0
3105,871,스프라이트,스프라이트,음료,1.0
3106,872,스프라이트,스프라이트,음료,1.0
3107,875,스프라이트,스프라이트,음료,1.0
3108,370,새싹,새싹,새싹,1.0
3109,370,고급회오리면봉,고급회오리면봉,라면,1.0
3110,373,광천구운김빕김매,광천구운김빕김매,김밥,3.0
3111,373,일가양념우엉김밥,일가양념우엉김밥,김밥,2.0
3112,375,크린랩위생장갑매매,크린랩위생장갑매매,장갑,1.0
3113,375,자일리톨오리지날리필,자일리톨오리지날리필,껌,1.0
3114,376,광천올리브녹차전장김,광천올리브녹차전장김,김,1.0
3115,380,크린랩일회용수저,크린랩일회용수저,수저,2.0
3116,380,위생크린접시매,위생크린접시매,접시,1.0
3117,380,위생공기매입,위생공기매입,장갑,1.0
3118,380,위생공기소입,위생공기소입,장갑,1.0
3119,381,수입갈비본살미국,수입갈비본살미국,갈비,1.0
3120,381,수입갈비본살미국,수입갈비본살미국,갈비,1.0
3121,748,수입갈비본살미국,수입갈비본살미국,갈비,1.0
3122,387,오뚜기옛날자른당면,오뚜기옛날자른당면,당면,1.0
3123,924,오뚜기옛날자른당면,오뚜기옛날자른당면,당면,1.0
3124,387,오뚜기순후추캔,오뚜기순후추캔,후추,1.0
3125,387,쿠앤크아이스,쿠앤크아이스,아이스크림,14.0
3126,388,크린이중지퍼백매,크린이중지퍼백매,지퍼백,1.0
3127,713,크린이중지퍼백매,크린이중지퍼백매,지퍼백,1.0
3128,740,크린이중지퍼백매,크린이중지퍼백매,지퍼백,2.0
3129,388,스팸클래식,스팸클래식,스팸,1.0
3130,389,스팸클래식,스팸클래식,스팸,1.0
3131,645,스팸클래식,스팸클래식,스팸,1.0
3132,391,시즌,시즌,시즌,2.0
3133,392,시즌,시즌,시즌,2.0
3134,397,진주천하장사,진주천하장사,소세지,1.0
3135,401,진주천하장사,진주천하장사,소세지,1.0
3136,409,진주천하장사,진주천하장사,소세지,1.0
3137,578,진주천하장사,진주천하장사,소세지,1.0
3138,583,진주천하장사,진주천하장사,소세지,4.0
3139,397,오뚜기연와사비,오뚜기연와사비,와사비,1.0
3140,432,오뚜기연와사비,오뚜기연와사비,와사비,1.0
3141,398,비틀즈사워,비틀즈사워,젤리,1.0
3142,404,비틀즈사워,비틀즈사워,젤리,1.0
3143,405,비틀즈사워,비틀즈사워,젤리,1.0
3144,406,비틀즈사워,비틀즈사워,젤리,1.0
3145,411,비틀즈사워,비틀즈사워,젤리,2.0
3146,412,비틀즈사워,비틀즈사워,젤리,1.0
3147,415,비틀즈사워,비틀즈사워,젤리,2.0
3148,416,비틀즈사워,비틀즈사워,젤리,1.0
3149,418,비틀즈사워,비틀즈사워,젤리,1.0
3150,419,비틀즈사워,비틀즈사워,젤리,2.0
3151,403,미나리,미나리,미나리,1.0
3152,834,미나리,미나리,미나리,1.0
3153,951,미나리,미나리,미나리,1.0
3154,404,광동옥수수수염차,광동옥수수수염차,음료,1.0
3155,412,광동옥수수수염차,광동옥수수수염차,음료,1.0
3156,413,일가명이나물,일가명이나물,나물,1.0
3157,414,안주야오돌뼈볶음,안주야오돌뼈볶음,오돌뼈,1.0
3158,414,카프리병,카프리병,소주,1.0
3159,441,카프리병,카프리병,소주,1.0
3160,420,부족복숭아캔,부족복숭아캔,소주,1.0
3161,423,소백산도토리묵,소백산도토리묵,도토리묵,1.0
3162,587,소백산도토리묵,소백산도토리묵,도토리묵,1.0
3163,852,소백산도토리묵,소백산도토리묵,도토리묵,1.0
3164,426,와일드바디아이스,와일드바디아이스,아이스크림,4.0
3165,429,동화까스활명수,동화까스활명수,음료,1.0
3166,433,동화까스활명수,동화까스활명수,음료,1.0
3167,680,동화까스활명수,동화까스활명수,음료,2.0
3168,698,동화까스활명수,동화까스활명수,음료,2.0
3169,429,오쇠고기죽,오쇠고기죽,죽,1.0
3170,430,감튀레드칠리맛,감튀레드칠리맛,제과류,1.0
3171,430,송학유부초밥,송학유부초밥,유부초밥,1.0
3172,431,바리스타모카프레소,바리스타모카프레소,음료,1.0
3173,432,바리스타모카프레소,바리스타모카프레소,음료,1.0
3174,434,오감자딥바베큐,오감자딥바베큐,제과류,1.0
3175,434,맥스봉숯불구이핫바,맥스봉숯불구이핫바,소세지,1.0
3176,436,오맛있는오뚜기밥,오맛있는오뚜기밥,컵반,1.0
3177,436,동서보리차,동서보리차,음료,1.0
3178,437,남양자연의시작불가리스,남양자연의시작불가리스,비피더스,1.0
3179,439,코주부육포,코주부육포,육포,1.0
3180,510,코주부육포,코주부육포,육포,1.0
3181,743,코주부육포,코주부육포,육포,1.0
3182,443,단단복숭아,단단복숭아,복숭아,1.0
3183,444,비트기획,비트기획,비트,3.0
3184,452,비트기획,비트기획,비트,2.0
3185,444,황도복숭아,황도복숭아,복숭아,1.0
3186,447,켈로그콘푸로스트,켈로그콘푸로스트,시리얼,1.0
3187,447,대주락스,대주락스,락스,2.0
3188,448,오뚜기올리고당,오뚜기올리고당,올리고당,1.0
3189,449,크린랩위생장갑매,크린랩위생장갑매,장갑,1.0
3190,452,크린랩위생장갑매,크린랩위생장갑매,장갑,1.0
3191,450,유한욕실청소,유한욕실청소,세정제,1.0
3192,452,오뚜기식물성마아가린,오뚜기식물성마아가린,마가린,1.0
3193,452,철수세미,철수세미,수세미,1.0
3194,452,다목적수세미,다목적수세미,수세미,1.0
3195,453,오뚜기스낵면멀티,오뚜기스낵면멀티,라면,1.0
3196,454,미닛메이드오렌지,미닛메이드오렌지,음료,1.0
3197,781,미닛메이드오렌지,미닛메이드오렌지,음료,1.0
3198,919,미닛메이드오렌지,미닛메이드오렌지,음료,1.0
3199,926,미닛메이드오렌지,미닛메이드오렌지,음료,1.0
3200,937,미닛메이드오렌지,미닛메이드오렌지,음료,1.0
3201,457,히츠블루,히츠블루,담배,1.0
3202,458,장수램프,장수램프,전등,1.0
3203,458,애경스파크리필용,애경스파크리필용,세정제,1.0
3204,459,칸타타콘트라블랙,칸타타콘트라블랙,음료,1.0
3205,793,칸타타콘트라블랙,칸타타콘트라블랙,음료,1.0
3206,459,깨수깡숙취해소,깨수깡숙취해소,음료,1.0
3207,459,블랙보리,블랙보리,음료,1.0
3208,460,씨없는연시,씨없는연시,연시,1.0
3209,461,청소갈비돼지갈비겸용,청소갈비돼지갈비겸용,갈비,1.0
3210,462,홍어,홍어,홍어,1.0
3211,875,홍어,홍어,홍어,1.0
3212,464,석류,석류,석류,1.0
3213,465,쟈키쟈키갈릭버터스테이크,쟈키쟈키갈릭버터스테이크,소고기,1.0
3214,781,쟈키쟈키갈릭버터스테이크,쟈키쟈키갈릭버터스테이크,소고기,1.0
3215,465,조기,조기,조기,1.0
3216,467,요거톡쵸코그래놀라입,요거톡쵸코그래놀라입,시리얼,1.0
3217,469,리엔흑모비책짙은갈색,리엔흑모비책짙은갈색,샴푸,1.0
3218,485,리엔흑모비책짙은갈색,리엔흑모비책짙은갈색,샴푸,1.0
3219,469,옥시크린리필,옥시크린리필,세정제,1.0
3220,470,로케트,로케트,로케트,1.0
3221,510,로케트,로케트,로케트,3.0
3222,634,로케트,로케트,로케트,1.0
3223,473,아이러브컵복숭아,아이러브컵복숭아,아이스크림,1.0
3224,475,퀸로즈볶음주걱중,퀸로즈볶음주걱중,주걱,1.0
3225,477,도그랑로얄펫비만견용,도그랑로얄펫비만견용,사료,1.0
3226,478,에너자이저,에너자이저,음료,1.0
3227,835,에너자이저,에너자이저,음료,1.0
3228,481,미쟝센데미지린스,미쟝센데미지린스,린스,1.0
3229,487,생선,생선,생선,1.0
3230,487,왕꼬막국내산,왕꼬막국내산,꼬막,1.0
3231,566,왕꼬막국내산,왕꼬막국내산,꼬막,1.0
3232,491,샘표꽃소금,샘표꽃소금,소금,1.0
3233,496,자반,자반,김,1.0
3234,498,미쟝센샤이닝에센스자연갈색,미쟝센샤이닝에센스자연갈색,염색약,1.0
3235,499,마가렛트입,마가렛트입,제과류,1.0
3236,500,보해맛술리터,보해맛술리터,맛술,1.0
3237,506,에프킬라킨,에프킬라킨,에프킬라,1.0
3238,506,엘지아르드포스프레이,엘지아르드포스프레이,스프레이,1.0
3239,510,맛밤입,맛밤입,맛밤,1.0
3240,510,진주황우육포,진주황우육포,육포,2.0
3241,510,수입오곡잡곡봉,수입오곡잡곡봉,쌀,3.0
3242,510,대보름콩류개,대보름콩류개,콩,1.0
3243,510,찰오곡밥,찰오곡밥,쌀,1.0
3244,511,순수한면제로대형,순수한면제로대형,생리대,1.0
3245,511,쏘피바디피트오버나이트,쏘피바디피트오버나이트,생리대,1.0
3246,513,화이트맥시슬림날개대,화이트맥시슬림날개대,생리대,1.0
3247,513,좋은느낌오가닉슬날중형,좋은느낌오가닉슬날중형,생리대,1.0
3248,515,보헴시가슬림핏브라,보헴시가슬림핏브라,속옷,4.0
3249,516,오사쯔고구마,오사쯔고구마,제과류,1.0
3250,516,락스와세제허벌시트러스,락스와세제허벌시트러스,세정제,1.0
3251,519,엘지퐁퐁베이킹소다,엘지퐁퐁베이킹소다,세정제,1.0
3252,519,액츠안티박테리아용기,액츠안티박테리아용기,그릇,1.0
3253,519,청정원진한케찹,청정원진한케찹,케찹,1.0
3254,525,클라우드나인,클라우드나인,소주,1.0
3255,533,클라우드나인,클라우드나인,소주,1.0
3256,541,클라우드나인,클라우드나인,소주,1.0
